LGA,hhsize,totalvehs,hhinc,hhsize_normalised,totalvehs_normalised,hhinc_normalised,dwelltype_Flat or Apartment,dwelltype_Other,dwelltype_Separate House,dwelltype_Terrace/Townhouse,owndwell_Being Purchased,owndwell_Being Rented,owndwell_Fully Owned,owndwell_Occupied Rent-Free,owndwell_Something Else,label
GlenEira,1.0,2.0,0.0,0.0,0.5,0.0,1,0,0,0,0,1,0,0,0,1
Banyule,3.0,0.0,725.0,0.4,0.0,0.2557557557557557,0,0,1,0,1,0,0,0,0,5
GreaterGeelong,1.0,1.0,1200.0,0.0,0.25,0.4089089089089089,0,1,0,0,0,1,0,0,0,1
Melbourne,1.0,4.0,900.0,0.0,1.0,0.3008008008008008,1,0,0,0,0,1,0,0,0,1
Bayside,4.0,1.0,1625.0,0.6,0.25,0.5195195195195195,0,0,1,0,1,0,0,0,0,3
Maroondah,2.0,1.0,5000.0,0.2,0.25,0.9664664664664664,0,0,1,0,0,0,1,0,0,6
GlenEira,4.0,2.0,1375.0,0.6,0.5,0.4514514514514514,0,0,1,0,1,0,0,0,0,3
Hume,4.0,1.0,1750.0,0.6,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,3
Brimbank,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,0,0,1,0,0,0,1,0,0,5
MorningtonPeninsula,1.0,1.0,5000.0,0.0,0.25,0.9664664664664664,0,1,0,0,0,1,0,0,0,1
Wyndham,3.0,1.0,3250.0,0.4,0.25,0.8568568568568569,0,0,1,0,0,0,1,0,0,3
Hume,4.0,2.0,1124.0,0.6,0.5,0.3548548548548548,0,0,1,0,0,1,0,0,0,0
Whittlesea,1.0,0.0,700.0,0.0,0.0,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
Casey,3.0,2.0,100.0,0.4,0.5,0.0315315315315315,0,0,1,0,0,1,0,0,0,0
Casey,2.0,2.0,3625.0,0.2,0.5,0.8998998998998999,0,1,0,0,0,1,0,0,0,1
Casey,2.0,1.0,1200.0,0.2,0.25,0.4089089089089089,0,0,1,0,1,0,0,0,0,5
HobsonsBay,3.0,2.0,1375.0,0.4,0.5,0.4514514514514514,1,0,0,0,0,1,0,0,0,1
Wyndham,2.0,1.0,3575.0,0.2,0.25,0.8958365144805815,0,0,1,0,1,0,0,0,0,6
Melton,4.0,2.0,1475.0,0.6,0.5,0.4909909909909909,0,0,1,0,1,0,0,0,0,3
Wyndham,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,1,0,0,0,0,1,0,0,2
Kingston,2.0,0.0,2250.0,0.2,0.0,0.6736736736736737,0,0,0,1,0,0,1,0,0,2
Boroondara,2.0,2.0,1125.0,0.2,0.5,0.3763763763763763,0,0,0,1,0,1,0,0,0,1
Knox,4.0,1.0,1600.0,0.6,0.25,0.504004004004004,0,0,1,0,1,0,0,0,0,3
Casey,2.0,0.0,2500.0,0.2,0.0,0.7347347347347347,0,0,1,0,0,0,1,0,0,6
Whittlesea,3.0,2.0,2525.0,0.4,0.5,0.7632632632632632,0,0,1,0,1,0,0,0,0,3
Stonnington,2.0,2.0,3000.0,0.2,0.5,0.8248248248248248,0,0,1,0,1,0,0,0,0,3
Darebin,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,0,1,0,0,1,0,0,2
Cardinia,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,5
Maribyrnong,4.0,3.0,500.0,0.6,0.75,0.1506506506506506,0,0,0,1,0,0,1,0,0,2
Hume,3.0,1.0,3125.0,0.4,0.25,0.8383383383383383,0,0,1,0,1,0,0,0,0,3
Boroondara,1.0,1.0,1850.0,0.0,0.25,0.602102102102102,0,1,0,0,0,0,1,0,0,2
Frankston,2.0,1.0,1874.0,0.2,0.25,0.6066066066066066,0,0,1,0,0,0,1,0,0,5
MorningtonPeninsula,3.0,2.0,224.0,0.4,0.5,0.0405405405405405,0,0,1,0,0,1,0,0,0,0
Stonnington,2.0,1.0,525.0,0.2,0.25,0.1776776776776776,1,0,0,0,0,0,1,0,0,2
Monash,1.0,1.0,900.0,0.0,0.25,0.3008008008008008,0,0,0,1,1,0,0,0,0,2
GreaterGeelong,1.0,1.0,975.0,0.0,0.25,0.3293293293293293,0,0,1,0,0,0,1,0,0,5
Brimbank,2.0,1.0,3000.0,0.2,0.25,0.8248248248248248,0,0,1,0,0,1,0,0,0,0
Bayside,4.0,2.0,900.0,0.6,0.5,0.3008008008008008,0,0,1,0,1,0,0,0,0,4
GreaterDandenong,1.0,1.0,6000.0,0.0,0.25,1.0,0,0,1,0,0,1,0,0,0,0
MooneeValley,2.0,1.0,5000.0,0.2,0.25,0.9664664664664664,1,0,0,0,1,0,0,0,0,2
Frankston,1.0,1.0,3875.0,0.0,0.25,0.917917917917918,1,0,0,0,0,0,1,0,0,2
HobsonsBay,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
GreaterDandenong,2.0,0.0,1125.0,0.2,0.0,0.3763763763763763,0,0,0,1,0,0,1,0,0,2
Whitehorse,1.0,1.0,3400.0,0.0,0.25,0.8673673673673674,1,0,0,0,0,1,0,0,0,1
Casey,4.0,2.0,1375.0,0.6,0.5,0.4514514514514514,0,0,1,0,1,0,0,0,0,3
Knox,4.0,2.0,350.0,0.6,0.5,0.0845845845845846,0,0,1,0,0,1,0,0,0,0
Casey,1.0,1.0,6000.0,0.0,0.25,1.0,0,0,1,0,1,0,0,0,0,6
Whitehorse,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,0,0,1,0,0,5
GreaterGeelong,2.0,1.0,2600.0,0.2,0.25,0.7707707707707707,0,0,1,0,0,0,1,0,0,6
Yarra,1.0,1.0,350.0,0.0,0.25,0.0845845845845846,0,0,0,1,0,1,0,0,0,1
GreaterDandenong,3.0,2.0,1174.0,0.4,0.5,0.4033633633633633,0,0,1,0,1,0,0,0,0,3
GreaterGeelong,1.0,1.0,3699.0,0.0,0.25,0.9049019688799708,0,0,1,0,0,0,1,0,0,6
Whittlesea,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,1,0,0,0,0,5
Casey,2.0,2.0,1850.0,0.2,0.5,0.602102102102102,0,0,1,0,0,1,0,0,0,0
Whittlesea,1.0,1.0,800.0,0.0,0.25,0.2697697697697697,0,0,1,0,0,0,1,0,0,5
GlenEira,2.0,1.0,1600.0,0.2,0.25,0.504004004004004,0,0,1,0,1,0,0,0,0,5
Brimbank,3.0,1.0,1350.0,0.4,0.25,0.4304304304304304,0,0,1,0,0,0,1,0,0,3
MooneeValley,4.0,2.0,500.0,0.6,0.5,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
GreaterGeelong,1.0,1.0,1850.0,0.0,0.25,0.602102102102102,0,1,0,0,0,1,0,0,0,1
Melbourne,2.0,1.0,1000.0,0.2,0.25,0.3373373373373373,0,0,1,0,0,0,1,0,0,5
Casey,1.0,2.0,2850.0,0.0,0.5,0.8048048048048049,0,0,0,1,1,0,0,0,0,2
Hume,2.0,1.0,1150.0,0.2,0.25,0.3993993993993994,0,0,1,0,1,0,0,0,0,5
Knox,5.0,2.0,3000.0,0.8,0.5,0.8248248248248248,0,0,1,0,1,0,0,0,0,3
PortPhillip,2.0,1.0,350.0,0.2,0.25,0.0845845845845846,1,0,0,0,0,0,0,0,1,1
Melton,1.0,0.0,1350.0,0.0,0.0,0.4304304304304304,0,0,0,1,1,0,0,0,0,2
Monash,2.0,1.0,250.0,0.2,0.25,0.0565565565565565,0,0,1,0,1,0,0,0,0,5
Moreland,5.0,2.0,2500.0,0.8,0.5,0.7347347347347347,0,0,1,0,0,0,1,0,0,3
Yarra,2.0,1.0,1125.0,0.2,0.25,0.3763763763763763,0,0,1,0,0,0,1,0,0,5
Hume,3.0,1.0,350.0,0.4,0.25,0.0845845845845846,0,0,1,0,1,0,0,0,0,4
Whitehorse,4.0,2.0,900.0,0.6,0.5,0.3008008008008008,0,0,1,0,0,1,0,0,0,0
GreaterGeelong,3.0,1.0,3500.0,0.4,0.25,0.8833833833833833,0,0,1,0,1,0,0,0,0,3
Banyule,6.0,2.0,2025.0,1.0,0.5,0.6361361361361362,0,0,1,0,1,0,0,0,0,4
GreaterGeelong,1.0,1.0,1625.0,0.0,0.25,0.5195195195195195,0,0,1,0,1,0,0,0,0,5
GlenEira,6.0,2.0,975.0,1.0,0.5,0.3293293293293293,0,0,1,0,1,0,0,0,0,4
Melbourne,2.0,1.0,1125.0,0.2,0.25,0.3763763763763763,0,0,0,1,0,1,0,0,0,1
Hume,2.0,1.0,1475.0,0.2,0.25,0.4909909909909909,0,0,1,0,1,0,0,0,0,5
Knox,1.0,1.0,2025.0,0.0,0.25,0.6361361361361362,0,0,1,0,0,0,1,0,0,5
Wyndham,2.0,1.0,2025.0,0.2,0.25,0.6361361361361362,0,0,1,0,1,0,0,0,0,6
Frankston,6.0,1.0,1750.0,1.0,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,4
Maroondah,4.0,3.0,500.0,0.6,0.75,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
Casey,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,0,0,1,0,0,6
Cardinia,5.0,1.0,900.0,0.8,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,4
GreaterDandenong,2.0,1.0,500.0,0.2,0.25,0.1506506506506506,1,0,0,0,0,1,0,0,0,1
GlenEira,3.0,1.0,100.0,0.4,0.25,0.0315315315315315,0,0,1,0,0,0,1,0,0,4
GlenEira,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,1,0,0,0,0,1,0,0,0,1
Melbourne,2.0,1.0,2650.0,0.2,0.25,0.7787787787787788,1,0,0,0,1,0,0,0,0,2
Moreland,1.0,1.0,900.0,0.0,0.25,0.3008008008008008,0,0,1,0,1,0,0,0,0,5
Brimbank,1.0,1.0,1875.0,0.0,0.25,0.6136136136136137,1,0,0,0,0,1,0,0,0,1
Manningham,3.0,1.0,700.0,0.4,0.25,0.2247247247247247,0,0,0,1,1,0,0,0,0,2
Wyndham,4.0,2.0,575.0,0.6,0.5,0.1856856856856856,1,0,0,0,0,1,0,0,0,1
Yarra,3.0,1.0,2875.0,0.4,0.25,0.8108108108108107,1,0,0,0,1,0,0,0,0,2
GreaterGeelong,1.0,1.0,3875.0,0.0,0.25,0.917917917917918,0,0,1,0,0,1,0,0,0,0
GreaterGeelong,1.0,0.0,1800.0,0.0,0.0,0.5810810810810811,0,0,0,1,1,0,0,0,0,2
Darebin,3.0,2.0,1150.0,0.4,0.5,0.3993993993993994,0,0,0,1,0,0,1,0,0,2
MorningtonPeninsula,4.0,2.0,725.0,0.6,0.5,0.2557557557557557,0,0,1,0,0,0,1,0,0,4
Moreland,4.0,1.0,1375.0,0.6,0.25,0.4514514514514514,0,0,1,0,0,0,1,0,0,3
Banyule,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,0,1,0,0,0,0
Frankston,2.0,1.0,500.0,0.2,0.25,0.1506506506506506,0,0,1,0,1,0,0,0,0,5
Hume,2.0,1.0,2750.0,0.2,0.25,0.7912912912912913,0,0,1,0,0,0,1,0,0,6
Casey,3.0,1.0,500.0,0.4,0.25,0.1506506506506506,0,0,1,0,1,0,0,0,0,4
YarraRanges,2.0,1.0,675.0,0.2,0.25,0.2012012012012012,0,0,1,0,0,0,1,0,0,5
Maroondah,2.0,1.0,1875.0,0.2,0.25,0.6136136136136137,0,0,1,0,0,0,1,0,0,5
Yarra,1.0,1.0,1400.0,0.0,0.25,0.4744744744744744,1,0,0,0,0,1,0,0,0,1
Melbourne,2.0,2.0,1750.0,0.2,0.5,0.5565565565565566,1,0,0,0,0,0,1,0,0,2
Banyule,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,0,0,1,0,0,5
YarraRanges,4.0,1.0,1250.0,0.6,0.25,0.4224224224224224,0,0,1,0,0,0,1,0,0,3
GreaterDandenong,3.0,1.0,700.0,0.4,0.25,0.2247247247247247,0,0,1,0,0,1,0,0,0,0
Whittlesea,2.0,1.0,1750.0,0.2,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,5
Darebin,2.0,1.0,1800.0,0.2,0.25,0.5810810810810811,0,1,0,0,0,1,0,0,0,1
Hume,5.0,2.0,3850.0,0.8,0.5,0.9124124124124124,0,0,1,0,1,0,0,0,0,3
MooneeValley,4.0,2.0,1150.0,0.6,0.5,0.3993993993993994,0,0,1,0,0,1,0,0,0,0
Darebin,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,0,1,1,0,0,0,0,2
MooneeValley,1.0,1.0,450.0,0.0,0.25,0.1131131131131131,1,0,0,0,0,0,1,0,0,2
GreaterGeelong,4.0,1.0,2248.0,0.6,0.25,0.6636636636636637,1,0,0,0,0,1,0,0,0,1
Melbourne,2.0,1.0,2850.0,0.2,0.25,0.8048048048048049,1,0,0,0,0,1,0,0,0,1
Melton,3.0,1.0,1375.0,0.4,0.25,0.4514514514514514,0,0,1,0,0,1,0,0,0,0
Monash,2.0,0.0,575.0,0.2,0.0,0.1856856856856856,1,0,0,0,0,1,0,0,0,1
GreaterDandenong,3.0,2.0,500.0,0.4,0.5,0.1506506506506506,0,1,0,0,0,0,1,0,0,2
Frankston,4.0,2.0,1625.0,0.6,0.5,0.5195195195195195,0,0,1,0,0,1,0,0,0,0
MooneeValley,1.0,0.0,1900.0,0.0,0.0,0.6201201201201201,1,0,0,0,0,0,1,0,0,2
Yarra,1.0,2.0,0.0,0.0,0.5,0.0,1,0,0,0,0,1,0,0,0,1
Maroondah,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1
GreaterGeelong,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,0,1,0,0,0,0
HobsonsBay,4.0,1.0,1074.0,0.6,0.25,0.3513513513513513,0,0,1,0,0,0,1,0,0,3
Wyndham,2.0,0.0,450.0,0.2,0.0,0.1131131131131131,0,0,1,0,1,0,0,0,0,5
Bayside,2.0,1.0,3400.0,0.2,0.25,0.8673673673673674,0,0,1,0,0,0,1,0,0,6
Whitehorse,2.0,0.0,2375.0,0.2,0.0,0.6986986986986987,1,0,0,0,0,0,1,0,0,2
Frankston,2.0,1.0,0.0,0.2,0.25,0.0,0,0,1,0,1,0,0,0,0,5
Bayside,1.0,2.0,2448.0,0.0,0.5,0.7006206206206206,0,0,1,0,0,0,1,0,0,3
YarraRanges,3.0,1.0,2150.0,0.4,0.25,0.6576576576576576,0,0,1,0,0,0,1,0,0,3
Whittlesea,2.0,0.0,900.0,0.2,0.0,0.3008008008008008,0,0,1,0,0,1,0,0,0,0
Moreland,2.0,0.0,900.0,0.2,0.0,0.3008008008008008,0,0,1,0,0,0,1,0,0,5
Darebin,2.0,1.0,2348.0,0.2,0.25,0.6946169674396327,0,0,1,0,0,1,0,0,0,0
Yarra,3.0,1.0,1625.0,0.4,0.25,0.5195195195195195,0,0,1,0,1,0,0,0,0,3
Kingston,1.0,2.0,3000.0,0.0,0.5,0.8248248248248248,0,0,1,0,1,0,0,0,0,3
MooneeValley,3.0,3.0,1000.0,0.4,0.75,0.3373373373373373,0,0,1,0,1,0,0,0,0,4
Moreland,4.0,3.0,1125.0,0.6,0.75,0.3763763763763763,0,0,0,1,1,0,0,0,0,2
Kingston,1.0,1.0,3200.0,0.0,0.25,0.8478478478478478,0,0,1,0,0,0,1,0,0,6
Whittlesea,1.0,1.0,2025.0,0.0,0.25,0.6361361361361362,0,0,1,0,0,0,1,0,0,5
Banyule,3.0,2.0,4250.0,0.4,0.5,0.937937937937938,0,0,1,0,1,0,0,0,0,3
Bayside,1.0,1.0,574.0,0.0,0.25,0.1796796796796796,0,0,0,1,1,0,0,0,0,2
Melbourne,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,1,0,0,0,0,1,0,0,0,1
Whittlesea,4.0,1.0,700.0,0.6,0.25,0.2247247247247247,0,0,1,0,1,0,0,0,0,4
GreaterDandenong,4.0,2.0,350.0,0.6,0.5,0.0845845845845846,0,0,1,0,0,1,0,0,0,0
PortPhillip,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,1,0,0,0,0,1,0,0,0,1
PortPhillip,1.0,1.0,1000.0,0.0,0.25,0.3373373373373373,0,0,0,1,1,0,0,0,0,2
Frankston,4.0,1.0,350.0,0.6,0.25,0.0845845845845846,0,0,1,0,0,0,1,0,0,4
Banyule,1.0,0.0,800.0,0.0,0.0,0.2697697697697697,1,0,0,0,0,0,1,0,0,2
HobsonsBay,4.0,3.0,450.0,0.6,0.75,0.1131131131131131,0,0,1,0,0,0,1,0,0,4
Whittlesea,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,0,0,1,0,0,1,0,0,0,0
Whitehorse,2.0,1.0,3400.0,0.2,0.25,0.8673673673673674,0,0,1,0,1,0,0,0,0,6
Maribyrnong,4.0,1.0,0.0,0.6,0.25,0.0,0,0,1,0,0,0,1,0,0,4
Whittlesea,2.0,0.0,1700.0,0.2,0.0,0.5330330330330331,0,0,1,0,1,0,0,0,0,5
Kingston,2.0,0.0,2500.0,0.2,0.0,0.7347347347347347,0,0,1,0,0,0,1,0,0,6
Banyule,5.0,1.0,2500.0,0.8,0.25,0.7347347347347347,0,0,1,0,0,0,1,0,0,3
MooneeValley,3.0,1.0,5100.0,0.4,0.25,0.9769769769769768,0,0,1,0,1,0,0,0,0,3
GlenEira,2.0,1.0,350.0,0.2,0.25,0.0845845845845846,1,0,0,0,0,1,0,0,0,1
YarraRanges,2.0,1.0,3174.0,0.2,0.25,0.8448048048048048,0,0,1,0,0,0,1,0,0,6
Yarra,5.0,2.0,2100.0,0.8,0.5,0.6526526526526526,0,0,1,0,0,0,1,0,0,4
GlenEira,4.0,3.0,3200.0,0.6,0.75,0.8478478478478478,0,0,1,0,1,0,0,0,0,3
Wyndham,2.0,2.0,1750.0,0.2,0.5,0.5565565565565566,0,0,1,0,0,0,1,0,0,3
Stonnington,2.0,1.0,2075.0,0.2,0.25,0.6446446446446445,0,0,1,0,1,0,0,0,0,6
Casey,5.0,4.0,2500.0,0.8,1.0,0.7347347347347347,0,0,1,0,0,0,1,0,0,3
Yarra,4.0,1.0,925.0,0.6,0.25,0.3238238238238238,0,0,1,0,0,1,0,0,0,0
Brimbank,3.0,2.0,1400.0,0.4,0.5,0.4744744744744744,0,0,1,0,0,0,1,0,0,3
Moreland,3.0,0.0,1000.0,0.4,0.0,0.3373373373373373,0,0,1,0,0,0,1,0,0,5
Moreland,4.0,3.0,1750.0,0.6,0.75,0.5565565565565566,0,0,1,0,0,0,1,0,0,4
MorningtonPeninsula,3.0,1.0,250.0,0.4,0.25,0.0565565565565565,0,0,1,0,0,1,0,0,0,0
Kingston,2.0,2.0,3000.0,0.2,0.5,0.8248248248248248,0,0,1,0,1,0,0,0,0,3
Stonnington,1.0,2.0,1125.0,0.0,0.5,0.3763763763763763,1,0,0,0,0,1,0,0,0,1
Monash,4.0,3.0,700.0,0.6,0.75,0.2247247247247247,0,0,1,0,0,0,1,0,0,4
Whittlesea,1.0,0.0,250.0,0.0,0.0,0.0565565565565565,0,0,1,0,1,0,0,0,0,5
Knox,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,5
MorningtonPeninsula,5.0,2.0,2500.0,0.8,0.5,0.7347347347347347,0,0,1,0,1,0,0,0,0,3
GreaterGeelong,2.0,1.0,1000.0,0.2,0.25,0.3373373373373373,0,0,1,0,0,1,0,0,0,0
Casey,3.0,1.0,575.0,0.4,0.25,0.1856856856856856,0,0,1,0,0,0,1,0,0,4
Casey,3.0,2.0,750.0,0.4,0.5,0.2632632632632632,0,0,1,0,0,1,0,0,0,0
Melbourne,3.0,1.0,3000.0,0.4,0.25,0.8248248248248248,1,0,0,0,1,0,0,0,0,2
Whittlesea,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,5
Whittlesea,2.0,0.0,1125.0,0.2,0.0,0.3763763763763763,0,0,1,0,1,0,0,0,0,5
GlenEira,4.0,1.0,900.0,0.6,0.25,0.3008008008008008,0,0,1,0,0,1,0,0,0,0
Yarra,2.0,1.0,1475.0,0.2,0.25,0.4909909909909909,0,0,1,0,0,0,1,0,0,5
PortPhillip,1.0,1.0,3600.0,0.0,0.25,0.8963801010312635,1,0,0,0,0,1,0,0,0,1
GreaterGeelong,4.0,1.0,3125.0,0.6,0.25,0.8383383383383383,0,0,1,0,1,0,0,0,0,3
Maribyrnong,1.0,1.0,4775.0,0.0,0.25,0.954267827149183,0,0,0,1,0,1,0,0,0,1
MooneeValley,4.0,3.0,3000.0,0.6,0.75,0.8248248248248248,0,0,1,0,1,0,0,0,0,3
Whitehorse,1.0,2.0,450.0,0.0,0.5,0.1131131131131131,0,1,0,0,0,1,0,0,0,1
GreaterGeelong,3.0,1.0,350.0,0.4,0.25,0.0845845845845846,0,0,1,0,0,0,1,0,0,4
Boroondara,1.0,1.0,950.0,0.0,0.25,0.3268268268268268,0,0,1,0,0,0,1,0,0,5
GreaterGeelong,5.0,2.0,1124.0,0.8,0.5,0.3548548548548548,0,0,1,0,0,0,1,0,0,4
Brimbank,3.0,2.0,1375.0,0.4,0.5,0.4514514514514514,0,0,1,0,1,0,0,0,0,3
YarraRanges,2.0,1.0,1150.0,0.2,0.25,0.3993993993993994,0,0,1,0,0,0,1,0,0,5
Darebin,6.0,2.0,1750.0,1.0,0.5,0.5565565565565566,0,0,1,0,1,0,0,0,0,4
Wyndham,3.0,1.0,900.0,0.4,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,4
Stonnington,1.0,0.0,2650.0,0.0,0.0,0.7787787787787788,1,0,0,0,0,0,1,0,0,2
Frankston,2.0,1.0,1875.0,0.2,0.25,0.6136136136136137,1,0,0,0,1,0,0,0,0,2
Frankston,2.0,1.0,2250.0,0.2,0.25,0.6736736736736737,0,0,1,0,1,0,0,0,0,6
GreaterDandenong,4.0,0.0,250.0,0.6,0.0,0.0565565565565565,0,0,1,0,0,0,1,0,0,4
Brimbank,3.0,2.0,1375.0,0.4,0.5,0.4514514514514514,0,0,1,0,0,0,1,0,0,3
Monash,1.0,1.0,500.0,0.0,0.25,0.1506506506506506,0,0,1,0,0,0,1,0,0,5
Whittlesea,4.0,2.0,100.0,0.6,0.5,0.0315315315315315,0,0,1,0,1,0,0,0,0,4
GreaterGeelong,4.0,2.0,100.0,0.6,0.5,0.0315315315315315,0,0,1,0,0,0,1,0,0,4
Maribyrnong,2.0,1.0,1624.0,0.2,0.25,0.5095095095095095,0,0,1,0,0,0,1,0,0,5
GreaterGeelong,2.0,1.0,1400.0,0.2,0.25,0.4744744744744744,0,0,1,0,1,0,0,0,0,5
Yarra,1.0,1.0,2850.0,0.0,0.25,0.8048048048048049,0,0,0,1,0,0,0,1,0,1
Stonnington,1.0,0.0,850.0,0.0,0.0,0.2757757757757758,0,1,0,0,0,1,0,0,0,1
Casey,3.0,1.0,0.0,0.4,0.25,0.0,0,0,1,0,1,0,0,0,0,4
Brimbank,1.0,1.0,4724.0,0.0,0.25,0.9529529529529528,0,0,1,0,0,0,1,0,0,6
Melbourne,3.0,1.0,975.0,0.4,0.25,0.3293293293293293,0,0,0,1,0,1,0,0,0,1
MorningtonPeninsula,2.0,0.0,2200.0,0.2,0.0,0.6606606606606606,0,1,0,0,1,0,0,0,0,2
GreaterGeelong,1.0,2.0,2172.0,0.0,0.5,0.65857800571656,1,0,0,0,0,0,1,0,0,2
Casey,1.0,0.0,4200.0,0.0,0.0,0.9315825259221484,0,1,0,0,1,0,0,0,0,2
GlenEira,4.0,1.0,1750.0,0.6,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,3
Knox,3.0,1.0,1225.0,0.4,0.25,0.4164164164164164,0,0,1,0,0,0,1,0,0,3
Melbourne,1.0,1.0,0.0,0.0,0.25,0.0,1,0,0,0,1,0,0,0,0,2
Wyndham,2.0,1.0,1350.0,0.2,0.25,0.4304304304304304,0,0,1,0,1,0,0,0,0,5
Casey,2.0,1.0,0.0,0.2,0.25,0.0,0,0,1,0,1,0,0,0,0,5
Melton,1.0,1.0,1150.0,0.0,0.25,0.3993993993993994,0,0,1,0,0,1,0,0,0,0
YarraRanges,2.0,1.0,3975.0,0.2,0.25,0.9244244244244244,0,0,1,0,1,0,0,0,0,6
MooneeValley,1.0,1.0,3000.0,0.0,0.25,0.8248248248248248,0,0,1,0,1,0,0,0,0,6
GreaterGeelong,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
GreaterDandenong,1.0,0.0,4125.0,0.0,0.0,0.9289289289289288,0,1,0,0,0,1,0,0,0,1
HobsonsBay,2.0,1.0,3500.0,0.2,0.25,0.8833833833833833,0,0,1,0,0,0,1,0,0,6
Maroondah,4.0,1.0,4075.0,0.6,0.25,0.9269269269269268,0,0,1,0,0,0,1,0,0,3
Frankston,4.0,2.0,1600.0,0.6,0.5,0.504004004004004,0,0,1,0,1,0,0,0,0,3
Melbourne,2.0,2.0,1825.0,0.2,0.5,0.592092092092092,0,0,1,0,0,0,1,0,0,3
YarraRanges,1.0,0.0,600.0,0.0,0.0,0.1956956956956957,1,0,0,0,0,1,0,0,0,1
Yarra,4.0,3.0,1125.0,0.6,0.75,0.3763763763763763,0,0,0,1,0,1,0,0,0,1
Melton,2.0,1.0,2672.0,0.2,0.25,0.7822222222222223,0,0,1,0,1,0,0,0,0,6
MooneeValley,4.0,0.0,3875.0,0.6,0.0,0.917917917917918,0,1,0,0,1,0,0,0,0,2
GreaterGeelong,2.0,1.0,1600.0,0.2,0.25,0.504004004004004,1,0,0,0,0,1,0,0,0,1
Melbourne,6.0,4.0,3000.0,1.0,1.0,0.8248248248248248,0,0,1,0,0,1,0,0,0,0
Monash,2.0,2.0,350.0,0.2,0.5,0.0845845845845846,0,0,1,0,0,0,1,0,0,5
Maroondah,4.0,3.0,3200.0,0.6,0.75,0.8478478478478478,0,0,1,0,0,0,1,0,0,3
MooneeValley,4.0,2.0,1000.0,0.6,0.5,0.3373373373373373,0,0,1,0,1,0,0,0,0,4
GreaterGeelong,2.0,1.0,2750.0,0.2,0.25,0.7912912912912913,0,0,1,0,0,0,1,0,0,6
Hume,2.0,0.0,1350.0,0.2,0.0,0.4304304304304304,0,0,1,0,0,0,1,0,0,5
Melton,1.0,3.0,2750.0,0.0,0.75,0.7912912912912913,0,0,1,0,1,0,0,0,0,3
Melton,3.0,1.0,900.0,0.4,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,4
Melbourne,2.0,1.0,2400.0,0.2,0.25,0.6991991991991993,1,0,0,0,0,1,0,0,0,1
Monash,2.0,2.0,1050.0,0.2,0.5,0.3483483483483484,0,0,1,0,1,0,0,0,0,3
Darebin,2.0,1.0,2448.0,0.2,0.25,0.7006206206206206,0,0,1,0,1,0,0,0,0,6
Stonnington,1.0,1.0,2100.0,0.0,0.25,0.6526526526526526,0,0,1,0,0,0,1,0,0,5
Whittlesea,4.0,1.0,3875.0,0.6,0.25,0.917917917917918,0,0,1,0,0,0,1,0,0,3
HobsonsBay,2.0,3.0,1200.0,0.2,0.75,0.4089089089089089,0,0,1,0,0,1,0,0,0,0
Melton,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,1,0,0,0,1,0,0,0,1
Whitehorse,4.0,1.0,3500.0,0.6,0.25,0.8833833833833833,0,0,0,1,1,0,0,0,0,2
Melbourne,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,1,0,0,0,0,1,0,0,0,1
Melbourne,3.0,0.0,900.0,0.4,0.0,0.3008008008008008,0,0,0,1,0,0,1,0,0,2
