LGA,hhsize,totalvehs,hhinc,hhsize_normalised,totalvehs_normalised,hhinc_normalised,dwelltype_Flat or Apartment,dwelltype_Other,dwelltype_Separate House,dwelltype_Terrace/Townhouse,owndwell_Being Purchased,owndwell_Being Rented,owndwell_Fully Owned,owndwell_Occupied Rent-Free,owndwell_Something Else,label
Melbourne,1.0,1.0,700.0,0.0,0.25,0.2247247247247247,1,0,0,0,1,0,0,0,0,2
Moreland,5.0,2.0,575.0,0.8,0.5,0.1856856856856856,0,0,1,0,0,0,1,0,0,4
YarraRanges,1.0,0.0,2950.0,0.0,0.0,0.8158158158158159,0,0,1,0,0,1,0,0,0,0
Whittlesea,2.0,0.0,1750.0,0.2,0.0,0.5565565565565566,0,0,1,0,1,0,0,0,0,5
Maribyrnong,1.0,0.0,2500.0,0.0,0.0,0.7347347347347347,0,1,0,0,0,0,1,0,0,2
Boroondara,4.0,2.0,700.0,0.6,0.5,0.2247247247247247,0,0,1,0,0,0,1,0,0,4
Banyule,2.0,1.0,100.0,0.2,0.25,0.0315315315315315,1,0,0,0,0,0,1,0,0,2
Wyndham,4.0,1.0,75.0,0.6,0.25,0.025025025025025,0,0,1,0,0,0,1,0,0,4
Moreland,2.0,1.0,2350.0,0.2,0.25,0.6961961961961962,0,0,1,0,0,0,1,0,0,6
Melbourne,1.0,1.0,500.0,0.0,0.25,0.1506506506506506,1,0,0,0,0,1,0,0,0,1
Yarra,3.0,2.0,500.0,0.4,0.5,0.1506506506506506,0,0,0,1,0,0,1,0,0,2
GreaterGeelong,1.0,1.0,299.0,0.0,0.25,0.066046046046046,0,0,1,0,0,0,1,0,0,5
Casey,4.0,2.0,450.0,0.6,0.5,0.1131131131131131,0,0,1,0,1,0,0,0,0,4
Knox,2.0,0.0,1200.0,0.2,0.0,0.4089089089089089,0,0,1,0,0,0,0,1,0,0
Moreland,6.0,1.0,1750.0,1.0,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,4
Banyule,2.0,0.0,2075.0,0.2,0.0,0.6446446446446445,0,0,1,0,0,1,0,0,0,0
Knox,6.0,4.0,1600.0,1.0,1.0,0.504004004004004,0,0,1,0,1,0,0,0,0,4
GreaterDandenong,2.0,1.0,350.0,0.2,0.25,0.0845845845845846,0,0,1,0,0,0,1,0,0,5
Maroondah,1.0,1.0,2450.0,0.0,0.25,0.7032032032032032,0,0,1,0,1,0,0,0,0,6
Boroondara,3.0,2.0,1800.0,0.4,0.5,0.5810810810810811,0,0,0,1,0,1,0,0,0,1
Manningham,3.0,2.0,1125.0,0.4,0.5,0.3763763763763763,0,0,1,0,1,0,0,0,0,4
Whittlesea,1.0,1.0,5000.0,0.0,0.25,0.9664664664664664,0,0,1,0,1,0,0,0,0,6
Whitehorse,4.0,1.0,3875.0,0.6,0.25,0.917917917917918,0,0,1,0,0,0,1,0,0,3
Knox,5.0,3.0,350.0,0.8,0.75,0.0845845845845846,0,0,1,0,1,0,0,0,0,4
MorningtonPeninsula,4.0,2.0,3400.0,0.6,0.5,0.8673673673673674,1,0,0,0,0,1,0,0,0,1
PortPhillip,2.0,1.0,3000.0,0.2,0.25,0.8248248248248248,0,0,1,0,0,0,0,1,0,0
Banyule,5.0,4.0,2525.0,0.8,1.0,0.7632632632632632,0,0,1,0,0,1,0,0,0,0
PortPhillip,4.0,2.0,1825.0,0.6,0.5,0.592092092092092,0,1,0,0,1,0,0,0,0,2
Moreland,3.0,1.0,100.0,0.4,0.25,0.0315315315315315,0,0,1,0,0,0,1,0,0,4
Yarra,1.0,1.0,3500.0,0.0,0.25,0.8833833833833833,0,0,0,1,1,0,0,0,0,2
Whitehorse,2.0,1.0,1000.0,0.2,0.25,0.3373373373373373,0,0,1,0,0,0,1,0,0,5
Whitehorse,4.0,3.0,2750.0,0.6,0.75,0.7912912912912913,1,0,0,0,0,1,0,0,0,1
Brimbank,5.0,2.0,1225.0,0.8,0.5,0.4164164164164164,0,0,1,0,1,0,0,0,0,4
Frankston,2.0,0.0,2075.0,0.2,0.0,0.6446446446446445,0,0,1,0,1,0,0,0,0,6
Melton,6.0,2.0,1725.0,1.0,0.5,0.5380380380380381,0,0,1,0,0,1,0,0,0,0
YarraRanges,4.0,2.0,1050.0,0.6,0.5,0.3483483483483484,0,0,1,0,1,0,0,0,0,4
MorningtonPeninsula,4.0,1.0,2250.0,0.6,0.25,0.6736736736736737,0,0,1,0,0,0,1,0,0,3
Knox,3.0,3.0,500.0,0.4,0.75,0.1506506506506506,0,0,1,0,1,0,0,0,0,4
Whitehorse,4.0,3.0,500.0,0.6,0.75,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
Cardinia,4.0,2.0,700.0,0.6,0.5,0.2247247247247247,0,0,1,0,0,0,1,0,0,4
Darebin,2.0,0.0,1625.0,0.2,0.0,0.5195195195195195,0,0,1,0,1,0,0,0,0,5
Brimbank,5.0,0.0,350.0,0.8,0.0,0.0845845845845846,0,1,0,0,1,0,0,0,0,2
Boroondara,2.0,1.0,2875.0,0.2,0.25,0.8108108108108107,0,1,0,0,0,1,0,0,0,1
Darebin,5.0,2.0,1750.0,0.8,0.5,0.5565565565565566,0,0,1,0,0,0,1,0,0,4
MorningtonPeninsula,2.0,1.0,1825.0,0.2,0.25,0.592092092092092,0,0,1,0,1,0,0,0,0,5
YarraRanges,2.0,1.0,1125.0,0.2,0.25,0.3763763763763763,0,0,1,0,0,0,1,0,0,5
Maroondah,1.0,1.0,1225.0,0.0,0.25,0.4164164164164164,0,1,0,0,0,1,0,0,0,1
Kingston,2.0,1.0,575.0,0.2,0.25,0.1856856856856856,1,0,0,0,0,1,0,0,0,1
Moreland,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,0,0,1,0,0,6
Moreland,1.0,1.0,2600.0,0.0,0.25,0.7707707707707707,0,0,1,0,0,0,1,0,0,6
Cardinia,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
Nillumbik,1.0,1.0,2200.0,0.0,0.25,0.6606606606606606,0,0,1,0,1,0,0,0,0,5
Maroondah,1.0,1.0,250.0,0.0,0.25,0.0565565565565565,0,0,1,0,1,0,0,0,0,5
Boroondara,3.0,0.0,1200.0,0.4,0.0,0.4089089089089089,0,0,0,1,0,1,0,0,0,1
Manningham,2.0,1.0,1750.0,0.2,0.25,0.5565565565565566,0,0,1,0,1,0,0,0,0,5
GlenEira,1.0,1.0,950.0,0.0,0.25,0.3268268268268268,0,0,1,0,0,0,1,0,0,5
YarraRanges,2.0,1.0,2875.0,0.2,0.25,0.8108108108108107,0,0,1,0,0,1,0,0,0,0
Whitehorse,2.0,1.0,4125.0,0.2,0.25,0.9289289289289288,0,0,1,0,1,0,0,0,0,6
Brimbank,1.0,1.0,1300.0,0.0,0.25,0.4274274274274274,0,1,0,0,1,0,0,0,0,2
YarraRanges,3.0,2.0,725.0,0.4,0.5,0.2557557557557557,0,0,1,0,0,0,1,0,0,4
Hume,2.0,0.0,250.0,0.2,0.0,0.0565565565565565,0,0,1,0,0,0,1,0,0,5
Maroondah,2.0,1.0,1400.0,0.2,0.25,0.4744744744744744,0,0,1,0,0,0,1,0,0,5
MorningtonPeninsula,1.0,1.0,3125.0,0.0,0.25,0.8383383383383383,0,0,1,0,1,0,0,0,0,6
Hume,1.0,1.0,1624.0,0.0,0.25,0.5095095095095095,0,1,0,0,0,1,0,0,0,1
Brimbank,2.0,2.0,1650.0,0.2,0.5,0.5295295295295295,0,0,1,0,1,0,0,0,0,3
Manningham,5.0,3.0,1750.0,0.8,0.75,0.5565565565565566,0,1,0,0,0,1,0,0,0,1
Boroondara,2.0,1.0,500.0,0.2,0.25,0.1506506506506506,0,0,1,0,1,0,0,0,0,5
GreaterGeelong,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,1,0,0,0,0,1,0,0,2
GreaterGeelong,3.0,2.0,2875.0,0.4,0.5,0.8108108108108107,0,0,1,0,1,0,0,0,0,3
PortPhillip,6.0,1.0,725.0,1.0,0.25,0.2557557557557557,0,0,1,0,0,0,1,0,0,4
Whitehorse,1.0,1.0,1375.0,0.0,0.25,0.4514514514514514,0,0,0,1,0,1,0,0,0,1
Boroondara,2.0,1.0,1725.0,0.2,0.25,0.5380380380380381,0,0,0,1,1,0,0,0,0,2
Whittlesea,6.0,2.0,75.0,1.0,0.5,0.025025025025025,0,0,1,0,0,1,0,0,0,0
Boroondara,2.0,1.0,4000.0,0.2,0.25,0.9254254254254256,1,0,0,0,0,0,1,0,0,2
Melbourne,1.0,1.0,1000.0,0.0,0.25,0.3373373373373373,1,0,0,0,0,1,0,0,0,1
MorningtonPeninsula,5.0,1.0,425.0,0.8,0.25,0.1031031031031031,0,0,1,0,1,0,0,0,0,4
Wyndham,2.0,1.0,1750.0,0.2,0.25,0.5565565565565566,0,0,1,0,1,0,0,0,0,5
Moreland,2.0,1.0,2275.0,0.2,0.25,0.6881881881881882,0,0,1,0,0,0,1,0,0,6
GlenEira,5.0,2.0,3000.0,0.8,0.5,0.8248248248248248,0,0,1,0,1,0,0,0,0,3
Melton,2.0,1.0,3400.0,0.2,0.25,0.8673673673673674,0,0,1,0,1,0,0,0,0,6
PortPhillip,1.0,1.0,1700.0,0.0,0.25,0.5330330330330331,0,0,1,0,0,0,1,0,0,5
Wyndham,1.0,1.0,0.0,0.0,0.25,0.0,0,0,1,0,0,0,1,0,0,5
Wyndham,4.0,1.0,3500.0,0.6,0.25,0.8833833833833833,0,0,1,0,1,0,0,0,0,3
Moreland,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,0,0,1,0,0,1,0,0,0,0
Maroondah,3.0,1.0,500.0,0.4,0.25,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
Frankston,2.0,1.0,3174.0,0.2,0.25,0.8448048048048048,0,0,1,0,1,0,0,0,0,6
MorningtonPeninsula,3.0,2.0,3500.0,0.4,0.5,0.8833833833833833,0,0,1,0,0,0,1,0,0,3
Bayside,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,1,0,0,0,0,1,0,0,0,1
Monash,2.0,1.0,2972.0,0.2,0.25,0.8166966966966968,0,0,1,0,1,0,0,0,0,6
Melbourne,2.0,1.0,1750.0,0.2,0.25,0.5565565565565566,1,0,0,0,0,1,0,0,0,1
Moreland,2.0,2.0,1000.0,0.2,0.5,0.3373373373373373,1,0,0,0,0,0,1,0,0,2
GreaterGeelong,5.0,1.0,3450.0,0.8,0.25,0.8718718718718719,0,0,1,0,0,1,0,0,0,0
Hume,3.0,2.0,3500.0,0.4,0.5,0.8833833833833833,0,0,1,0,0,0,1,0,0,3
GlenEira,1.0,1.0,1125.0,0.0,0.25,0.3763763763763763,1,0,0,0,0,0,1,0,0,2
Whittlesea,3.0,2.0,2500.0,0.4,0.5,0.7347347347347347,0,0,1,0,0,0,1,0,0,3
YarraRanges,4.0,1.0,6000.0,0.6,0.25,1.0,0,0,1,0,0,0,1,0,0,3
Yarra,4.0,3.0,6000.0,0.6,0.75,1.0,0,0,0,1,0,1,0,0,0,1
Casey,5.0,1.0,2500.0,0.8,0.25,0.7347347347347347,0,0,1,0,1,0,0,0,0,3
Wyndham,2.0,1.0,1875.0,0.2,0.25,0.6136136136136137,0,0,1,0,1,0,0,0,0,5
PortPhillip,2.0,1.0,350.0,0.2,0.25,0.0845845845845846,0,0,1,0,0,0,1,0,0,5
Whitehorse,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,0,1,0,0,1,0,0,0,0,2
Casey,2.0,0.0,1625.0,0.2,0.0,0.5195195195195195,0,0,1,0,1,0,0,0,0,5
GreaterGeelong,4.0,2.0,1125.0,0.6,0.5,0.3763763763763763,0,0,1,0,0,0,1,0,0,3
GreaterGeelong,2.0,0.0,1750.0,0.2,0.0,0.5565565565565566,0,0,1,0,0,0,1,0,0,5
Whitehorse,4.0,4.0,500.0,0.6,1.0,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
Kingston,4.0,2.0,900.0,0.6,0.5,0.3008008008008008,0,0,1,0,0,0,1,0,0,4
Kingston,1.0,1.0,3500.0,0.0,0.25,0.8833833833833833,1,0,0,0,0,1,0,0,0,1
GlenEira,3.0,1.0,350.0,0.4,0.25,0.0845845845845846,0,0,1,0,0,1,0,0,0,0
Kingston,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,5
Brimbank,3.0,2.0,2600.0,0.4,0.5,0.7707707707707707,0,0,1,0,1,0,0,0,0,3
MooneeValley,3.0,2.0,1375.0,0.4,0.5,0.4514514514514514,0,0,1,0,0,0,1,0,0,3
Whitehorse,4.0,2.0,1200.0,0.6,0.5,0.4089089089089089,0,0,0,1,0,1,0,0,0,1
GreaterDandenong,1.0,0.0,2500.0,0.0,0.0,0.7347347347347347,0,0,1,0,1,0,0,0,0,6
YarraRanges,2.0,2.0,450.0,0.2,0.5,0.1131131131131131,0,0,1,0,0,0,1,0,0,5
Wyndham,4.0,3.0,4950.0,0.6,0.75,0.9567879529146784,0,0,1,0,1,0,0,0,0,3
Frankston,1.0,1.0,5200.0,0.0,0.25,0.97997997997998,0,0,1,0,1,0,0,0,0,6
Banyule,1.0,0.0,2750.0,0.0,0.0,0.7912912912912913,0,0,1,0,0,1,0,0,0,0
Moreland,3.0,2.0,700.0,0.4,0.5,0.2247247247247247,0,0,1,0,0,0,1,0,0,4
Monash,2.0,0.0,350.0,0.2,0.0,0.0845845845845846,0,0,1,0,1,0,0,0,0,5
GreaterDandenong,4.0,1.0,725.0,0.6,0.25,0.2557557557557557,0,0,1,0,1,0,0,0,0,3
GlenEira,3.0,2.0,450.0,0.4,0.5,0.1131131131131131,0,0,0,1,0,1,0,0,0,1
YarraRanges,2.0,1.0,1625.0,0.2,0.25,0.5195195195195195,0,0,1,0,0,0,1,0,0,5
Maribyrnong,2.0,0.0,1625.0,0.2,0.0,0.5195195195195195,0,0,1,0,1,0,0,0,0,5
Hume,4.0,3.0,100.0,0.6,0.75,0.0315315315315315,0,0,1,0,0,0,1,0,0,4
Monash,1.0,2.0,3500.0,0.0,0.5,0.8833833833833833,0,0,1,0,0,1,0,0,0,0
GreaterGeelong,6.0,2.0,500.0,1.0,0.5,0.1506506506506506,0,0,1,0,1,0,0,0,0,4
Brimbank,3.0,1.0,3500.0,0.4,0.25,0.8833833833833833,0,0,1,0,0,0,1,0,0,3
GreaterGeelong,1.0,0.0,1625.0,0.0,0.0,0.5195195195195195,1,0,0,0,0,1,0,0,0,1
GreaterGeelong,2.0,1.0,5624.0,0.2,0.25,0.9842642642642644,0,0,1,0,1,0,0,0,0,6
Maribyrnong,3.0,2.0,1125.0,0.4,0.5,0.3763763763763763,0,0,0,1,0,0,1,0,0,2
Whittlesea,3.0,1.0,2500.0,0.4,0.25,0.7347347347347347,0,0,1,0,1,0,0,0,0,3
Monash,4.0,2.0,1750.0,0.6,0.5,0.5565565565565566,0,0,0,1,0,1,0,0,0,1
MooneeValley,1.0,1.0,5000.0,0.0,0.25,0.9664664664664664,0,0,1,0,0,0,1,0,0,6
Casey,4.0,2.0,1000.0,0.6,0.5,0.3373373373373373,0,0,1,0,0,0,1,0,0,4
Bayside,3.0,2.0,725.0,0.4,0.5,0.2557557557557557,0,0,1,0,0,0,1,0,0,4
MorningtonPeninsula,2.0,1.0,5325.0,0.2,0.25,0.9808485240915982,0,0,1,0,0,0,1,0,0,6
Melbourne,3.0,2.0,500.0,0.4,0.5,0.1506506506506506,0,0,0,1,0,1,0,0,0,1
GreaterGeelong,3.0,1.0,100.0,0.4,0.25,0.0315315315315315,0,0,1,0,0,0,1,0,0,4
PortPhillip,2.0,1.0,0.0,0.2,0.25,0.0,0,0,1,0,1,0,0,0,0,5
Wyndham,4.0,0.0,500.0,0.6,0.0,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
MorningtonPeninsula,1.0,0.0,1800.0,0.0,0.0,0.5810810810810811,0,0,1,0,0,0,1,0,0,5
GreaterGeelong,4.0,2.0,725.0,0.6,0.5,0.2557557557557557,0,0,1,0,1,0,0,0,0,4
Moreland,4.0,2.0,6000.0,0.6,0.5,1.0,0,0,0,1,0,1,0,0,0,1
Wyndham,3.0,2.0,1475.0,0.4,0.5,0.4909909909909909,0,0,1,0,1,0,0,0,0,3
Knox,2.0,1.0,1750.0,0.2,0.25,0.5565565565565566,0,0,1,0,1,0,0,0,0,5
Manningham,3.0,2.0,1375.0,0.4,0.5,0.4514514514514514,0,0,0,1,1,0,0,0,0,2
Whittlesea,2.0,1.0,1825.0,0.2,0.25,0.592092092092092,0,0,1,0,0,0,1,0,0,5
GreaterGeelong,3.0,2.0,2075.0,0.4,0.5,0.6446446446446445,0,0,1,0,1,0,0,0,0,3
Banyule,1.0,1.0,1125.0,0.0,0.25,0.3763763763763763,0,0,1,0,0,1,0,0,0,0
MorningtonPeninsula,1.0,1.0,2998.0,0.0,0.25,0.8183183183183182,0,0,1,0,0,0,1,0,0,6
Whitehorse,4.0,1.0,1750.0,0.6,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,3
Melton,4.0,3.0,900.0,0.6,0.75,0.3008008008008008,0,0,1,0,1,0,0,0,0,4
Boroondara,2.0,1.0,1625.0,0.2,0.25,0.5195195195195195,0,0,1,0,0,0,1,0,0,5
GlenEira,4.0,1.0,600.0,0.6,0.25,0.1956956956956957,0,0,1,0,0,1,0,0,0,0
Monash,1.0,1.0,2100.0,0.0,0.25,0.6526526526526526,0,0,1,0,0,0,1,0,0,5
Casey,4.0,1.0,1375.0,0.6,0.25,0.4514514514514514,0,0,1,0,0,1,0,0,0,0
Maribyrnong,3.0,1.0,750.0,0.4,0.25,0.2632632632632632,0,0,0,1,0,0,1,0,0,2
HobsonsBay,4.0,2.0,5725.0,0.6,0.5,0.9848419848419848,0,0,1,0,0,1,0,0,0,0
Casey,1.0,1.0,2972.0,0.0,0.25,0.8166966966966968,0,0,1,0,1,0,0,0,0,6
GreaterGeelong,2.0,1.0,3500.0,0.2,0.25,0.8833833833833833,1,0,0,0,0,0,1,0,0,2
Wyndham,4.0,1.0,500.0,0.6,0.25,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
Knox,3.0,2.0,3200.0,0.4,0.5,0.8478478478478478,0,0,1,0,0,0,1,0,0,3
Whittlesea,1.0,1.0,1400.0,0.0,0.25,0.4744744744744744,0,0,1,0,0,0,1,0,0,5
Wyndham,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,5
Boroondara,2.0,0.0,0.0,0.2,0.0,0.0,1,0,0,0,0,1,0,0,0,1
Wyndham,2.0,0.0,350.0,0.2,0.0,0.0845845845845846,0,0,1,0,1,0,0,0,0,5
Whittlesea,3.0,1.0,3050.0,0.4,0.25,0.8315131638639376,0,0,1,0,0,1,0,0,0,0
MooneeValley,2.0,0.0,0.0,0.2,0.0,0.0,0,0,1,0,0,0,1,0,0,5
Melbourne,3.0,2.0,900.0,0.4,0.5,0.3008008008008008,0,0,0,1,1,0,0,0,0,2
GlenEira,1.0,0.0,3500.0,0.0,0.0,0.8833833833833833,0,0,1,0,1,0,0,0,0,6
Frankston,1.0,1.0,450.0,0.0,0.25,0.1131131131131131,0,0,1,0,1,0,0,0,0,5
Monash,3.0,0.0,1875.0,0.4,0.0,0.6136136136136137,0,0,1,0,0,0,1,0,0,3
Melton,6.0,2.0,1475.0,1.0,0.5,0.4909909909909909,0,0,1,0,1,0,0,0,0,4
Casey,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,0,1,0,1,0,0,0,1
Melton,4.0,1.0,5000.0,0.6,0.25,0.9664664664664664,1,0,0,0,0,1,0,0,0,1
MorningtonPeninsula,2.0,1.0,4250.0,0.2,0.25,0.937937937937938,0,0,1,0,0,1,0,0,0,0
GreaterGeelong,4.0,2.0,3750.0,0.6,0.5,0.9094094094094094,0,0,1,0,0,1,0,0,0,0
Casey,3.0,2.0,1400.0,0.4,0.5,0.4744744744744744,0,0,1,0,1,0,0,0,0,3
Yarra,1.0,1.0,1375.0,0.0,0.25,0.4514514514514514,1,0,0,0,0,1,0,0,0,1
Melbourne,1.0,1.0,2850.0,0.0,0.25,0.8048048048048049,1,0,0,0,0,1,0,0,0,1
Hume,5.0,2.0,350.0,0.8,0.5,0.0845845845845846,0,0,1,0,0,0,1,0,0,4
Hume,2.0,1.0,3500.0,0.2,0.25,0.8833833833833833,0,0,1,0,1,0,0,0,0,6
Brimbank,4.0,3.0,700.0,0.6,0.75,0.2247247247247247,0,0,1,0,1,0,0,0,0,4
GreaterGeelong,1.0,0.0,1600.0,0.0,0.0,0.504004004004004,0,0,1,0,1,0,0,0,0,5
Brimbank,1.0,1.0,2875.0,0.0,0.25,0.8108108108108107,0,0,1,0,1,0,0,0,0,6
Hume,3.0,3.0,1200.0,0.4,0.75,0.4089089089089089,0,0,1,0,0,1,0,0,0,0
Brimbank,1.0,1.0,4224.0,0.0,0.25,0.9319179556915406,0,0,1,0,1,0,0,0,0,6
Melbourne,1.0,1.0,2025.0,0.0,0.25,0.6361361361361362,1,0,0,0,0,1,0,0,0,1
Whitehorse,1.0,0.0,1125.0,0.0,0.0,0.3763763763763763,0,1,0,0,1,0,0,0,0,2
GreaterGeelong,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,0,0,1,0,0,6
MorningtonPeninsula,2.0,0.0,700.0,0.2,0.0,0.2247247247247247,0,0,1,0,0,0,1,0,0,5
Stonnington,2.0,1.0,1825.0,0.2,0.25,0.592092092092092,1,0,0,0,0,1,0,0,0,1
Hume,1.0,0.0,250.0,0.0,0.0,0.0565565565565565,0,0,1,0,0,0,1,0,0,5
Kingston,2.0,2.0,1125.0,0.2,0.5,0.3763763763763763,0,0,1,0,0,0,1,0,0,3
Monash,3.0,2.0,750.0,0.4,0.5,0.2632632632632632,0,0,1,0,0,0,1,0,0,4
Melton,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,1,0,0,0,1,0,0,0,0,2
Maribyrnong,2.0,0.0,250.0,0.2,0.0,0.0565565565565565,1,0,0,0,0,1,0,0,0,1
Maribyrnong,1.0,1.0,3400.0,0.0,0.25,0.8673673673673674,1,0,0,0,0,1,0,0,0,1
GlenEira,5.0,1.0,3625.0,0.8,0.25,0.8998998998998999,0,0,1,0,0,0,1,0,0,3
Hume,2.0,1.0,75.0,0.2,0.25,0.025025025025025,0,0,1,0,0,0,1,0,0,5
Whitehorse,2.0,0.0,1000.0,0.2,0.0,0.3373373373373373,0,1,0,0,0,1,0,0,0,1
Melbourne,2.0,1.0,1200.0,0.2,0.25,0.4089089089089089,1,0,0,0,0,1,0,0,0,1
Wyndham,4.0,1.0,2025.0,0.6,0.25,0.6361361361361362,0,0,1,0,1,0,0,0,0,3
MooneeValley,1.0,1.0,1200.0,0.0,0.25,0.4089089089089089,0,0,1,0,1,0,0,0,0,5
PortPhillip,1.0,1.0,700.0,0.0,0.25,0.2247247247247247,1,0,0,0,0,0,1,0,0,2
Moreland,5.0,3.0,924.0,0.8,0.75,0.3232832832832832,0,0,1,0,1,0,0,0,0,4
Whittlesea,3.0,1.0,1000.0,0.4,0.25,0.3373373373373373,0,0,1,0,0,0,1,0,0,4
Bayside,3.0,3.0,4250.0,0.4,0.75,0.937937937937938,0,0,1,0,0,0,1,0,0,3
Wyndham,2.0,0.0,850.0,0.2,0.0,0.2757757757757758,0,0,1,0,0,0,1,0,0,5
Kingston,1.0,1.0,1400.0,0.0,0.25,0.4744744744744744,0,0,1,0,0,0,1,0,0,5
GlenEira,3.0,2.0,1400.0,0.4,0.5,0.4744744744744744,0,0,1,0,1,0,0,0,0,3
Kingston,3.0,2.0,2500.0,0.4,0.5,0.7347347347347347,0,0,1,0,0,0,1,0,0,3
YarraRanges,3.0,1.0,900.0,0.4,0.25,0.3008008008008008,0,0,1,0,0,1,0,0,0,0
Yarra,4.0,3.0,1875.0,0.6,0.75,0.6136136136136137,0,0,1,0,1,0,0,0,0,3
Moreland,3.0,2.0,600.0,0.4,0.5,0.1956956956956957,0,0,1,0,0,0,1,0,0,4
YarraRanges,2.0,1.0,2525.0,0.2,0.25,0.7632632632632632,0,0,1,0,1,0,0,0,0,6
Whitehorse,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,0,1,0,0,0,0,1,0,0,2
Monash,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,5
Brimbank,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,0,1,0,0,0,0
YarraRanges,4.0,2.0,500.0,0.6,0.5,0.1506506506506506,0,0,1,0,0,1,0,0,0,0
MorningtonPeninsula,1.0,0.0,3975.0,0.0,0.0,0.9244244244244244,0,0,1,0,0,0,1,0,0,6
Nillumbik,4.0,1.0,600.0,0.6,0.25,0.1956956956956957,0,0,1,0,0,0,1,0,0,4
Melbourne,4.0,2.0,700.0,0.6,0.5,0.2247247247247247,0,0,0,1,0,1,0,0,0,1
Melton,4.0,2.0,900.0,0.6,0.5,0.3008008008008008,0,0,1,0,0,0,0,1,0,0
Moreland,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,0,0,1,0,0,5
Hume,3.0,1.0,3500.0,0.4,0.25,0.8833833833833833,0,0,1,0,0,0,1,0,0,3
Yarra,3.0,2.0,700.0,0.4,0.5,0.2247247247247247,1,0,0,0,0,0,1,0,0,2
Whittlesea,4.0,2.0,1125.0,0.6,0.5,0.3763763763763763,0,0,1,0,1,0,0,0,0,3
Kingston,2.0,0.0,350.0,0.2,0.0,0.0845845845845846,0,0,1,0,0,0,1,0,0,5
Darebin,1.0,1.0,500.0,0.0,0.25,0.1506506506506506,0,0,1,0,1,0,0,0,0,5
Maribyrnong,2.0,1.0,750.0,0.2,0.25,0.2632632632632632,0,0,1,0,0,0,1,0,0,5
Manningham,2.0,0.0,6000.0,0.2,0.0,1.0,0,0,1,0,1,0,0,0,0,6
YarraRanges,5.0,2.0,0.0,0.8,0.5,0.0,0,0,1,0,0,0,1,0,0,4
Casey,1.0,1.0,800.0,0.0,0.25,0.2697697697697697,0,0,1,0,0,0,1,0,0,5
Casey,1.0,0.0,1375.0,0.0,0.0,0.4514514514514514,0,0,1,0,1,0,0,0,0,5
Stonnington,4.0,2.0,2750.0,0.6,0.5,0.7912912912912913,0,0,1,0,0,0,1,0,0,3
Yarra,2.0,1.0,1750.0,0.2,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,5
Melbourne,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,1,0,0,0,0,1,0,0,0,1
PortPhillip,1.0,0.0,2175.0,0.0,0.0,0.658703239167311,1,0,0,0,1,0,0,0,0,2
Monash,1.0,1.0,700.0,0.0,0.25,0.2247247247247247,0,0,0,1,1,0,0,0,0,2
GreaterGeelong,2.0,1.0,0.0,0.2,0.25,0.0,0,0,1,0,0,0,1,0,0,5
PortPhillip,2.0,1.0,2600.0,0.2,0.25,0.7707707707707707,1,0,0,0,0,0,1,0,0,2
Whittlesea,4.0,3.0,1800.0,0.6,0.75,0.5810810810810811,0,0,1,0,0,0,1,0,0,4
Knox,5.0,2.0,2500.0,0.8,0.5,0.7347347347347347,0,0,1,0,0,1,0,0,0,0
Casey,4.0,3.0,4250.0,0.6,0.75,0.937937937937938,0,0,1,0,1,0,0,0,0,3
Casey,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,0,1,0,0,0,0
Banyule,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,0,1,0,1,0,0,0,1
MorningtonPeninsula,2.0,1.0,3625.0,0.2,0.25,0.8998998998998999,0,0,1,0,0,0,1,0,0,6
